,ID,Count
0,18288,481.1163504524113
1,18289,383.9560183771129
2,18290,324.9450528734425
3,18291,268.49048822251
4,18292,225.9892553162878
5,18293,202.29766079141496
6,18294,217.52491804468056
7,18295,252.27145003640985
8,18296,290.506314964317
9,18297,375.39763291359907
10,18298,532.834306165495
11,18299,590.7166933662846
12,18300,596.9751730458975
13,18301,527.9779995288558
14,18302,564.5370966736974
15,18303,557.4065337600402
16,18304,543.1796072752377
17,18305,555.833364004509
18,18306,569.5131010091268
19,18307,604.3109320146236
20,18308,580.721935517285
21,18309,542.0424791367282
22,18310,544.0089413311421
23,18311,531.1499885468018
24,18312,365.75725938845505
25,18313,291.8934284300673
26,18314,247.03174581172925
27,18315,204.1135061233946
28,18316,171.80295493594775
29,18317,153.79198383548183
30,18318,165.36814389680632
31,18319,191.7833682029386
32,18320,220.85051463429306
33,18321,285.38711949049105
34,18322,405.0746048185228
35,18323,449.078312631642
36,18324,453.8361729151286
37,18325,401.3827132324295
38,18326,429.17589707421666
39,18327,423.7550562594247
40,18328,412.93937386636264
41,18329,422.5590913794225
42,18330,432.958785988136
43,18331,459.41300914905116
44,18332,441.4800357581502
45,18333,412.0748992520128
46,18334,413.56985535201545
47,18335,403.7941424198251
48,18336,360.1939028305418
49,18337,287.45357883697005
50,18338,243.27426554907552
51,18339,201.00883442187074
52,18340,169.189743382444
53,18341,151.45272844173743
54,18342,162.8528091380199
55,18343,188.86624425856505
56,18344,217.4912644010549
57,18345,281.0462342120524
58,18346,398.9132111583417
59,18347,442.24759988031303
60,18348,446.93309065497834
61,18349,395.2774751473994
62,18350,422.64791032836706
63,18351,417.3095232982157
64,18352,406.65835301263814
65,18353,416.1317496608681
66,18354,426.37325955084646
67,18355,452.4251003334792
68,18356,434.7648967169471
69,18357,405.80702750303317
70,18358,407.2792445497176
71,18359,397.65222525313834
72,18360,509.434466601551
73,18361,406.5553565919544
74,18362,344.071053768456
75,18363,284.29361946773736
76,18364,239.2907986425257
77,18365,214.20473617890417
78,18366,230.3282573798101
79,18367,267.1199419168569
80,18368,307.6052798227807
81,18369,397.4932315374311
82,18370,564.1964990239421
83,18371,625.4857963457453
84,18372,632.1126450369655
85,18373,559.0543541378588
86,18374,597.7652899352048
87,18375,590.2150279017656
88,18376,575.1507161228171
89,18377,588.5492626569778
90,18378,603.0341778290433
91,18379,639.8801807979856
92,18380,614.9027551981541
93,18381,573.9466575491384
94,18382,576.0288641051229
95,18383,562.4130438433817
96,18384,503.12956652208356
97,18385,401.5237164730903
98,18386,339.8127364450938
99,18387,280.7751239958239
100,18388,236.3292703709078
101,18389,211.5536798670568
102,18390,227.47765196642854
